,run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.time,metrics.cost,params.file_name,params.start_node_idx,params.lab,params.greedy,params.type_of_change,tags.mlflow.source.name,tags.mlflow.source.git.commit,tags.mlflow.source.type,tags.mlflow.user
618,399078b9f70b483ba0cce8daeb825f04,16,FINISHED,hdfs://hadoop01.dev.eosc.pcss.pl:9000/mlflow-data/16/399078b9f70b483ba0cce8daeb825f04/artifacts,2022-11-13 00:28:52.115000+00:00,2022-11-13 00:29:39.105000+00:00,46.59599995613098,48709.0,TSPD.csv,40,3,True,edge,.\file.py,2cc452be74080ea16e93f0cb221e6ae82ec28e5c,LOCAL,rajte
619,d7d2338aa0c04d518abeace4006bd76f,16,FINISHED,hdfs://hadoop01.dev.eosc.pcss.pl:9000/mlflow-data/16/d7d2338aa0c04d518abeace4006bd76f/artifacts,2022-11-13 00:28:51.963000+00:00,2022-11-13 00:28:53.493000+00:00,1.1609997749328613,70838.0,TSPD.csv,140,2,,,.\file.py,2cc452be74080ea16e93f0cb221e6ae82ec28e5c,LOCAL,rajte
620,301359d2d5f342df97d47fc46cf86ce0,16,FINISHED,hdfs://hadoop01.dev.eosc.pcss.pl:9000/mlflow-data/16/301359d2d5f342df97d47fc46cf86ce0/artifacts,2022-11-13 00:28:51.616000+00:00,2022-11-13 00:29:34.606000+00:00,42.673967123031616,47254.0,TSPD.csv,39,3,True,edge,.\file.py,2cc452be74080ea16e93f0cb221e6ae82ec28e5c,LOCAL,rajte
621,193c4b3772644bdca85f400e2bf277c4,16,FINISHED,hdfs://hadoop01.dev.eosc.pcss.pl:9000/mlflow-data/16/193c4b3772644bdca85f400e2bf277c4/artifacts,2022-11-13 00:28:50.345000+00:00,2022-11-13 00:28:51.876000+00:00,1.1510016918182373,70653.0,TSPD.csv,139,2,,,.\file.py,2cc452be74080ea16e93f0cb221e6ae82ec28e5c,LOCAL,rajte
622,f17cc86ffb5d4237b0b400b19cc6f8b0,16,FINISHED,hdfs://hadoop01.dev.eosc.pcss.pl:9000/mlflow-data/16/f17cc86ffb5d4237b0b400b19cc6f8b0/artifacts,2022-11-13 00:28:48.396000+00:00,2022-11-13 00:28:50.246000+00:00,1.142002820968628,69959.0,TSPD.csv,138,2,,,.\file.py,2cc452be74080ea16e93f0cb221e6ae82ec28e5c,LOCAL,rajte
623,2b741e804be3422282bbf7bd1e8a795e,16,FINISHED,hdfs://hadoop01.dev.eosc.pcss.pl:9000/mlflow-data/16/2b741e804be3422282bbf7bd1e8a795e/artifacts,2022-11-13 00:28:47.671000+00:00,2022-11-13 00:29:30.765000+00:00,42.74899983406067,47706.0,TSPD.csv,38,3,True,edge,.\file.py,2cc452be74080ea16e93f0cb221e6ae82ec28e5c,LOCAL,rajte
624,215092ef6dd14acda8cd3daf15bee3c4,16,FINISHED,hdfs://hadoop01.dev.eosc.pcss.pl:9000/mlflow-data/16/215092ef6dd14acda8cd3daf15bee3c4/artifacts,2022-11-13 00:28:46.583000+00:00,2022-11-13 00:28:48.300000+00:00,1.1810050010681152,68491.0,TSPD.csv,137,2,,,.\file.py,2cc452be74080ea16e93f0cb221e6ae82ec28e5c,LOCAL,rajte
625,871a8b78473b435b95f48fe08a92c3e1,16,FINISHED,hdfs://hadoop01.dev.eosc.pcss.pl:9000/mlflow-data/16/871a8b78473b435b95f48fe08a92c3e1/artifacts,2022-11-13 00:28:45.573000+00:00,2022-11-13 00:29:23.390000+00:00,37.60999941825867,46696.0,TSPD.csv,37,3,True,edge,.\file.py,2cc452be74080ea16e93f0cb221e6ae82ec28e5c,LOCAL,rajte
626,f7284cfe4da846cc9d813f3a91ec709f,16,FINISHED,hdfs://hadoop01.dev.eosc.pcss.pl:9000/mlflow-data/16/f7284cfe4da846cc9d813f3a91ec709f/artifacts,2022-11-13 00:28:44.795000+00:00,2022-11-13 00:28:46.467000+00:00,1.155998706817627,70336.0,TSPD.csv,136,2,,,.\file.py,2cc452be74080ea16e93f0cb221e6ae82ec28e5c,LOCAL,rajte
627,a3fdc7ff45e74e9d96a6eaa930e72432,16,FINISHED,hdfs://hadoop01.dev.eosc.pcss.pl:9000/mlflow-data/16/a3fdc7ff45e74e9d96a6eaa930e72432/artifacts,2022-11-13 00:28:43.279000+00:00,2022-11-13 00:28:44.708000+00:00,1.1659984588623047,70013.0,TSPD.csv,135,2,,,.\file.py,2cc452be74080ea16e93f0cb221e6ae82ec28e5c,LOCAL,rajte
628,9d60b89de82a4e4da957a119818d67d4,16,FINISHED,hdfs://hadoop01.dev.eosc.pcss.pl:9000/mlflow-data/16/9d60b89de82a4e4da957a119818d67d4/artifacts,2022-11-13 00:28:41.314000+00:00,2022-11-13 00:28:42.956000+00:00,1.2029974460601807,69317.0,TSPD.csv,134,2,,,.\file.py,2cc452be74080ea16e93f0cb221e6ae82ec28e5c,LOCAL,rajte
629,b421760b1cd145738a95f4fabfb7ea1c,16,FINISHED,hdfs://hadoop01.dev.eosc.pcss.pl:9000/mlflow-data/16/b421760b1cd145738a95f4fabfb7ea1c/artifacts,2022-11-13 00:28:39.659000+00:00,2022-11-13 00:28:41.212000+00:00,1.1249995231628418,71704.0,TSPD.csv,133,2,,,.\file.py,2cc452be74080ea16e93f0cb221e6ae82ec28e5c,LOCAL,rajte
630,2f69cd637a3b4f8e9970455924ec8d24,16,FINISHED,hdfs://hadoop01.dev.eosc.pcss.pl:9000/mlflow-data/16/2f69cd637a3b4f8e9970455924ec8d24/artifacts,2022-11-13 00:28:39.603000+00:00,2022-11-13 00:29:18.102000+00:00,38.243998765945435,46925.0,TSPD.csv,36,3,True,edge,.\file.py,2cc452be74080ea16e93f0cb221e6ae82ec28e5c,LOCAL,rajte
631,3c405875ae7442a89a6c1866efe1e7fe,16,FINISHED,hdfs://hadoop01.dev.eosc.pcss.pl:9000/mlflow-data/16/3c405875ae7442a89a6c1866efe1e7fe/artifacts,2022-11-13 00:28:38.218000+00:00,2022-11-13 00:28:39.566000+00:00,1.1619994640350342,71808.0,TSPD.csv,132,2,,,.\file.py,2cc452be74080ea16e93f0cb221e6ae82ec28e5c,LOCAL,rajte
632,bd9e376871a0415eb3d106d88d1d35b6,16,FINISHED,hdfs://hadoop01.dev.eosc.pcss.pl:9000/mlflow-data/16/bd9e376871a0415eb3d106d88d1d35b6/artifacts,2022-11-13 00:28:36.545000+00:00,2022-11-13 00:28:38.121000+00:00,1.1599984169006348,71309.0,TSPD.csv,131,2,,,.\file.py,2cc452be74080ea16e93f0cb221e6ae82ec28e5c,LOCAL,rajte
633,d76f437d9b8f410099dd24ef86ca0e44,16,FINISHED,hdfs://hadoop01.dev.eosc.pcss.pl:9000/mlflow-data/16/d76f437d9b8f410099dd24ef86ca0e44/artifacts,2022-11-13 00:28:34.743000+00:00,2022-11-13 00:28:36.403000+00:00,1.1570000648498535,70844.0,TSPD.csv,130,2,,,.\file.py,2cc452be74080ea16e93f0cb221e6ae82ec28e5c,LOCAL,rajte
